sample_idx,unix_t,offset_s,gpu_power_watts
134,1783740744.494539,2.7021,176.057
135,1783740744.5147126,2.7222,175.943
136,1783740744.5349476,2.7425,175.943
137,1783740744.5551,2.7626,175.943
138,1783740744.5752504,2.7828,175.943
139,1783740744.595391,2.8029,175.943
140,1783740744.6156118,2.8231,175.975
141,1783740744.6357908,2.8433,175.975
142,1783740744.6559367,2.8635,175.975
143,1783740744.676075,2.8836,175.975
144,1783740744.6962597,2.9038,175.975
145,1783740744.7164176,2.9240,176.034
146,1783740744.7365913,2.9441,176.034
147,1783740744.7567568,2.9643,176.034
148,1783740744.7769217,2.9845,176.034
149,1783740744.7970407,3.0046,176.034
150,1783740744.8171895,3.0247,176.382
151,1783740744.837372,3.0449,176.382
152,1783740744.8575473,3.0651,176.382
153,1783740744.877714,3.0852,176.382
154,1783740744.8979068,3.1054,176.382
155,1783740744.9180715,3.1256,176.306
156,1783740744.938223,3.1458,176.306
157,1783740744.9583795,3.1659,176.306
158,1783740744.9785428,3.1861,176.306
159,1783740744.998692,3.2062,176.306
160,1783740745.0188875,3.2264,176.295
161,1783740745.0391405,3.2467,176.295
162,1783740745.0592916,3.2668,176.295
163,1783740745.0794652,3.2870,176.295
164,1783740745.0996168,3.3071,176.295
165,1783740745.119769,3.3273,176.381
166,1783740745.1399403,3.3475,176.381
167,1783740745.1601324,3.3677,176.381
168,1783740745.1803033,3.3878,176.381
169,1783740745.2004907,3.4080,176.381
170,1783740745.2206378,3.4282,176.428
171,1783740745.2407749,3.4483,176.428
172,1783740745.2609167,3.4684,176.428
173,1783740745.281076,3.4886,176.428
174,1783740745.3012226,3.5088,176.428
175,1783740745.321386,3.5289,176.47
176,1783740745.3415916,3.5491,176.47
177,1783740745.3617573,3.5693,176.47
178,1783740745.381901,3.5894,176.47
179,1783740745.4020379,3.6096,176.47
180,1783740745.4222603,3.6298,176.284
181,1783740745.4424272,3.6500,176.284
182,1783740745.4626088,3.6701,176.284
183,1783740745.482772,3.6903,176.284
184,1783740745.5029185,3.7105,176.413
185,1783740745.5230517,3.7306,176.413
186,1783740745.5432067,3.7507,176.413
187,1783740745.5633461,3.7709,176.413
188,1783740745.583519,3.7911,176.413
189,1783740745.6036718,3.8112,176.36
190,1783740745.6239097,3.8314,176.36
191,1783740745.644082,3.8516,176.36
192,1783740745.6642196,3.8718,176.36
193,1783740745.6843615,3.8919,176.36
194,1783740745.704566,3.9121,176.366
195,1783740745.7247078,3.9322,176.366
196,1783740745.74487,3.9524,176.366
197,1783740745.7650197,3.9726,176.366
198,1783740745.7851484,3.9927,176.366
199,1783740745.8053174,4.0129,176.339
200,1783740745.8254597,4.0330,176.339
201,1783740745.8456428,4.0532,176.339
202,1783740745.8658037,4.0733,176.339
203,1783740745.8859723,4.0935,176.339
204,1783740745.906202,4.1137,176.388
205,1783740745.9263437,4.1339,176.388
206,1783740745.9465055,4.1540,176.388
207,1783740745.9666572,4.1742,176.388
208,1783740745.9867957,4.1943,176.388
209,1783740746.0069335,4.2145,176.429
210,1783740746.0271416,4.2347,176.429
211,1783740746.0472941,4.2548,176.429
212,1783740746.0674417,4.2750,176.429
213,1783740746.087604,4.2951,176.429
214,1783740746.1077683,4.3153,176.421
215,1783740746.127918,4.3355,176.421
216,1783740746.1480637,4.3556,176.421
217,1783740746.1682093,4.3757,176.421
218,1783740746.1883745,4.3959,176.421
219,1783740746.2085626,4.4161,176.214
220,1783740746.2287102,4.4362,176.214
221,1783740746.2488644,4.4564,176.214
222,1783740746.2690165,4.4765,176.214
223,1783740746.289198,4.4967,176.214
224,1783740746.3093429,4.5169,176.114
225,1783740746.3294845,4.5370,176.114
226,1783740746.3496614,4.5572,176.114
227,1783740746.3698099,4.5773,176.114
228,1783740746.3899999,4.5975,176.114
229,1783740746.410151,4.6177,176.219
230,1783740746.4303055,4.6378,176.219
231,1783740746.4504495,4.6580,176.219
232,1783740746.470605,4.6781,176.219
233,1783740746.4907649,4.6983,176.219
234,1783740746.5109794,4.7185,176.172
235,1783740746.5311258,4.7387,176.172
236,1783740746.5512786,4.7588,176.172
237,1783740746.5714796,4.7790,176.172
238,1783740746.5916593,4.7992,176.172
239,1783740746.611811,4.8193,176.214
240,1783740746.6319737,4.8395,176.214
241,1783740746.652111,4.8596,176.214
242,1783740746.6722782,4.8798,176.214
243,1783740746.6924567,4.9000,176.214
244,1783740746.7126248,4.9202,176.206
245,1783740746.7327828,4.9403,176.206
246,1783740746.752971,4.9605,176.206
247,1783740746.7731159,4.9806,176.206
248,1783740746.7932944,5.0008,176.206
249,1783740746.8134358,5.0210,176.199
250,1783740746.8336115,5.0411,176.199
251,1783740746.8537989,5.0613,176.199
252,1783740746.8739474,5.0815,176.199
253,1783740746.894107,5.1016,176.199
254,1783740746.9142563,5.1218,176.256
255,1783740746.9343934,5.1419,176.256
256,1783740746.9545364,5.1621,176.256
257,1783740746.9747126,5.1822,176.256
258,1783740746.9948728,5.2024,176.256
259,1783740747.0150096,5.2225,176.322
260,1783740747.035161,5.2427,176.322
261,1783740747.0552962,5.2628,176.322
262,1783740747.0806239,5.2882,176.322
263,1783740747.1008775,5.3084,176.322
264,1783740747.1210604,5.3286,175.937
265,1783740747.1412015,5.3487,175.937
266,1783740747.1613734,5.3689,175.937
267,1783740747.1815565,5.3891,175.937
268,1783740747.2017188,5.4093,175.937
269,1783740747.2219453,5.4295,176.004
270,1783740747.2421017,5.4496,176.004
271,1783740747.2622435,5.4698,176.004
272,1783740747.2824612,5.4900,176.004
273,1783740747.302624,5.5102,176.004
274,1783740747.322769,5.5303,176.12
275,1783740747.3429215,5.5505,176.12
276,1783740747.363062,5.5706,176.12
277,1783740747.3832679,5.5908,176.12
278,1783740747.4034388,5.6110,176.196
279,1783740747.4235833,5.6311,176.196
280,1783740747.443744,5.6513,176.196
281,1783740747.4639196,5.6715,176.196
282,1783740747.4840703,5.6916,176.196
283,1783740747.5042117,5.7117,176.254
284,1783740747.5243614,5.7319,176.254
285,1783740747.5445404,5.7521,176.254
286,1783740747.5647094,5.7722,176.254
287,1783740747.5849175,5.7925,176.254
288,1783740747.6050851,5.8126,176.292
289,1783740747.6252773,5.8328,176.292
290,1783740747.6454546,5.8530,176.292
291,1783740747.6656008,5.8731,176.292
292,1783740747.6857543,5.8933,176.292
293,1783740747.7059107,5.9134,176.282
294,1783740747.7260787,5.9336,176.282
295,1783740747.7462246,5.9538,176.282
296,1783740747.7663863,5.9739,176.282
297,1783740747.7865918,5.9941,176.282
298,1783740747.8067818,6.0143,176.366
299,1783740747.8269227,6.0345,176.366
300,1783740747.8470752,6.0546,176.366
301,1783740747.867224,6.0748,176.366
302,1783740747.8873718,6.0949,176.366
303,1783740747.9075193,6.1151,176.334
304,1783740747.9276826,6.1352,176.334
