id,model,cp,qty,price,delta,gamma,vega,vega_1pct,theta,theta_1day,rho,mode,receipt_sha256
DSWEEP_BS_P_5p5_n,bs,P,1.00000000000000000e0,6.53808764368919668e1,-9.99999981010437522e-1,1.70064899026879822e-8,3.41010202685406725e-6,3.41010202685406738e-8,2.91133624219533438e0,7.97626367724749152e-3,-9.70445527735179070e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_P_5p5_n,black76,P,1.00000000000000000e0,6.53808764368919526e1,-9.70445515120172075e-1,1.60161090311069683e-8,3.41010202685338370e-6,3.41010202685338380e-8,1.96142595209655579e0,5.37376973177138614e-3,-6.53808764368919526e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BS_C_6p0_p,bs,C,1.00000000000000000e0,2.18774737624317623e2,9.99999999013412300e-1,9.61923959095375052e-11,1.91888101513500119e-6,1.91888101513500105e-8,-2.91133678288037334e0,-7.97626515857636532e-3,9.70445530330757435e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_C_6p0_p,black76,C,1.00000000000000000e0,2.18774737624317652e2,9.70445532591078575e-1,9.05905869754935242e-11,1.91888101740986444e-6,1.91888101740986454e-8,6.56324193684142720e0,1.79814847584696645e-2,-2.18774737624317652e2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BS_P_6p0_n,bs,P,1.00000000000000000e0,6.83940736697008163e1,-9.99999999013412300e-1,1.06034574576218565e-9,1.74076958163491849e-7,1.74076958163491852e-9,2.91133658241591231e0,7.97626460935866449e-3,-9.70445533274536132e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_P_6p0_n,black76,P,1.00000000000000000e0,6.83940736697008163e1,-9.70445532591078575e-1,9.98596016695767174e-10,1.74076958163491849e-7,1.74076958163491852e-9,2.05182219268332888e0,5.62143066488583233e-3,-6.83940736697008163e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BS_C_7p0_p,bs,C,1.00000000000000000e0,2.88697999714860600e2,9.99999999998720135e-1,1.18404384931579372e-13,3.52365096566095410e-9,3.52365096566095405e-11,-2.91133660098266045e0,-7.97626466022646752e-3,9.70445533543431935e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_C_7p0_p,black76,C,1.00000000000000000e0,2.88697999714860543e2,9.70445533547266148e-1,1.11509066891345297e-13,3.52365148838063859e-9,3.52365148838063890e-11,8.66093999109344992e0,2.37286027153245198e-2,-2.88697999714860543e2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BS_P_7p0_n,bs,P,1.00000000000000000e0,7.35875245454718652e1,-9.99999999998720135e-1,1.94711777803139825e-12,2.14273379952728554e-10,2.14273379952728554e-12,2.91133660062322042e0,7.97626465924169969e-3,-9.70445533548216019e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_P_7p0_n,black76,P,1.00000000000000000e0,7.35875245454718510e1,-9.70445533547266148e-1,1.83372630782777532e-12,2.14273361462926016e-10,2.14273361462926000e-12,2.20762573634272830e0,6.04828968861021408e-3,-7.35875245454718510e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BS_C_9p0_p,bs,C,1.00000000000000000e0,4.78415714245722256e2,1.00000000000000000e0,8.93178393930398149e-21,5.91560123894881276e-16,5.91560123894881301e-18,-2.91133660064552435e0,-7.97626465930280706e-3,9.70445533548508195e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_C_9p0_p,black76,C,1.00000000000000000e0,4.78415714245722199e2,9.70445533548508155e-1,8.41163733644000955e-21,5.91560123948758997e-16,5.91560123948758960e-18,1.43524714273716647e1,3.93218395270456544e-2,-4.78415714245722199e2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BS_P_9p0_n,bs,P,1.00000000000000000e0,8.13208367234880569e1,-1.00000000000000000e0,3.26887522597430238e-19,1.61636246355224613e-17,1.61636246355224615e-19,2.91133660064552435e0,7.97626465930280706e-3,-9.70445533548508195e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_P_9p0_n,black76,P,1.00000000000000000e0,8.13208367234880569e1,-9.70445533548508155e-1,3.07851075253407245e-19,1.61636246355186711e-17,1.61636246355186722e-19,2.43962510170464153e0,6.68390438823189461e-3,-8.13208367234880569e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BS_C_12p0_p,bs,C,1.00000000000000000e0,9.51512419117907143e2,1.00000000000000000e0,1.02349409331696664e-34,2.25060563163300846e-29,2.25060563163300834e-31,-2.91133660064552435e0,-7.97626465930280706e-3,9.70445533548508195e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_C_12p0_p,black76,C,1.00000000000000000e0,9.51512419117907029e2,9.70445533548508155e-1,9.63890437421352272e-35,2.25060563163876555e-29,2.25060563163876548e-31,2.85453725735372110e1,7.82065002014718097e-2,-9.51512419117907029e2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BS_P_12p0_n,bs,P,1.00000000000000000e0,8.84151947049137732e1,-1.00000000000000000e0,1.24365194605652429e-32,1.85219150552532448e-31,1.85219150552532458e-33,2.91133660064552435e0,7.97626465930280706e-3,-9.70445533548508195e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
DSWEEP_BLA_P_12p0_n,black76,P,1.00000000000000000e0,8.84151947049137590e1,-9.70445533548508155e-1,1.17122729488925620e-32,1.85219150547818261e-31,1.85219150547818266e-33,2.65245584114741284e0,7.26700230451345942e-3,-8.84151947049137590e1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_-30,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,1.87111941130296691e-253,1.02527091030299548e-252,1.02527091030299549e-254,-3.74223882260593366e-251,-1.02527091030299545e-253,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_-20,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,5.91909197738682476e-100,3.24333806980100020e-99,3.24333806980100033e-101,-1.18381839547736537e-97,-3.24333806980100122e-100,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_-15,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,1.37960877281109978e-53,7.55950012499232770e-53,7.55950012499232799e-55,-2.75921754562220003e-51,-7.55950012499232885e-54,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_-10,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,3.28378390758474476e-23,1.79933364799164126e-22,1.79933364799164118e-24,-6.56756781516949150e-21,-1.79933364799164155e-23,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_-5,bs,P,1.00000000000000000e0,8.79224781637357551e-8,-4.42808364309321689e-7,2.15928758949279064e-6,1.18317128191385786e-5,1.18317128191385785e-7,-4.30082767542194332e-4,-1.17830895217039537e-6,-1.21558243586564112e-7,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_+0,bs,C,1.00000000000000000e0,4.23109111006489513e-1,5.06264220564064393e-1,3.81042097574153193e-1,2.08790190451590796e0,2.08790190451590800e-2,-7.82165520326466464e1,-2.14291923377114113e-1,1.37543323138082041e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_+5,bs,C,1.00000000000000000e0,3.53272129298426310e-7,1.70061684712230488e-6,7.86882073983489486e-6,4.31168259716980590e-5,4.31168259716980567e-7,-1.58055248447029682e-3,-4.33028077937067656e-6,4.64954555021731633e-7,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_+10,bs,C,1.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,4.39886669213831467e-19,2.41033791350044661e-18,2.41033791350044648e-20,-8.79773338427663088e-17,-2.41033791350044661e-19,0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_+15,bs,C,1.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,9.27257145445620755e-40,5.08086107093490791e-39,5.08086107093490808e-41,-1.85451429089124168e-37,-5.08086107093490889e-40,0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_+20,bs,C,1.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,6.81475916735646228e-67,3.73411461225011656e-66,3.73411461225011646e-68,-1.36295183347129265e-64,-3.73411461225011696e-67,0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_1D_+30,bs,C,1.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,2.27763590889097569e-137,1.24801967610464424e-136,1.24801967610464420e-138,-4.55527181778195229e-135,-1.24801967610464443e-137,0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_-30,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,1.21463595830415385e-85,1.99666184926710211e-84,1.99666184926710203e-86,-2.42927191660830737e-83,-6.65553949755700628e-86,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_-20,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,2.03777365068869856e-34,3.34976490524169630e-33,3.34976490524169625e-35,-4.07554730137739716e-32,-1.11658830174723201e-34,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_-15,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,6.18469803982736239e-19,1.01666269147847061e-17,1.01666269147847061e-19,-1.23693960796547242e-16,-3.38887563826156830e-19,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_-10,bs,P,1.00000000000000000e0,7.80535390176164463e-10,-2.64206428957081130e-9,8.74342572255219364e-9,1.43727546124145644e-7,1.43727546124145651e-9,-1.73808566593654857e-6,-4.76187853681246221e-9,-2.17797504942951176e-9,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_-5,bs,P,1.00000000000000000e0,1.14728900125174449e-3,-2.14446680681690260e-3,3.72512937847009618e-3,6.12350034817002037e-2,6.12350034817002041e-4,-7.36402116906701543e-1,-2.01754004631973013e-3,-1.77200523027075591e-3,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_+0,bs,C,1.00000000000000000e0,7.39785350629958316e-1,5.10849056605484186e-1,2.19940519011544322e-1,3.61546058649113933e0,3.61546058649113919e-2,-4.60019086147055987e1,-1.26032626341659182e-1,4.13795509396590044e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_+5,bs,C,1.00000000000000000e0,2.15239985932791367e-3,3.86497032683819075e-3,6.33587757855525163e-3,1.04151412250223299e-1,1.04151412250223308e-3,-1.28254930102402986e0,-3.51383370143569821e-3,3.15899698211910551e-3,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_+10,bs,C,1.00000000000000000e0,2.75714733441695219e-8,8.50842832855747133e-8,2.53797425257486673e-7,4.17201246998608299e-6,4.17201246998608326e-8,-5.10987193257058704e-5,-1.39996491303303744e-7,6.97056727825750803e-8,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_+15,bs,C,1.00000000000000000e0,-3.07046340595368312e-15,7.88258347483861144e-15,3.40208762538172425e-14,5.59247280884666989e-13,5.59247280884666980e-15,-6.83582840319904090e-12,-1.87282969950658644e-14,6.50407241827245019e-15,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_+20,bs,C,1.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,3.20365451648419046e-23,5.26628139696031296e-22,5.26628139696031267e-24,-6.40730903296838060e-21,-1.75542713232010422e-23,0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_3D_+30,bs,C,1.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,1.11794141170186019e-46,1.83771190964689332e-45,1.83771190964689321e-47,-2.23588282340372003e-44,-6.12570636548964434e-47,0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_-30,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,8.21899135063653664e-38,3.15248983312086356e-36,3.15248983312086362e-38,-1.64379827012730741e-35,-4.50355690445837660e-38,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_-20,bs,P,1.00000000000000000e0,-1.13065545700657199e-15,-2.77555756156289135e-16,8.27890630753343147e-16,3.17547091247857617e-14,3.17547091247857635e-16,-1.64513129344323733e-13,-4.50720902313215675e-16,-5.10614907151661440e-16,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_-15,bs,P,1.00000000000000000e0,7.67900103095879197e-10,-1.71790243141956012e-9,3.76489747882204274e-9,1.44407026584955043e-7,1.44407026584955047e-9,-7.46077170034606615e-7,-2.04404704119070316e-9,-3.30933425401469370e-9,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_-10,bs,P,1.00000000000000000e0,3.90519719802228868e-5,-6.01319706047820368e-5,8.85495047976449776e-5,3.39641936210145117e-3,3.39641936210145144e-5,-1.74678109982306616e-2,-4.78570164335086602e-5,-1.16070529389613653e-4,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_-5,bs,P,1.00000000000000000e0,3.14429957403143945e-2,-2.91463573599941572e-2,2.39849264499935461e-2,9.19969781643588003e-1,9.19969781643588044e-3,-4.67914214072912049e0,-1.28195675088469060e-2,-5.65001400607619483e-2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_+0,bs,C,1.00000000000000000e0,1.14325614357595384e0,5.16569484177577198e-1,1.43913879377507020e-1,5.51998441447972166e0,5.51998441447972138e-2,-3.08033235664686771e1,-8.43926673053936316e-2,9.68755742244581830e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_+5,bs,C,1.00000000000000000e0,4.77467694165119028e-2,4.27140580156070704e-2,3.28134057471688306e-2,1.25859638482291425e0,1.25859638482291418e-2,-6.73162751071953558e0,-1.84428150978617408e-2,8.10016800685188082e-2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_+10,bs,C,1.00000000000000000e0,2.38753703008506846e-4,3.37386541682527241e-4,4.45454107407543601e-4,1.70859109690564663e-2,1.70859109690564667e-4,-9.04308175001184988e-2,-2.47755664383886287e-4,6.42463844538930236e-4,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_+15,bs,C,1.00000000000000000e0,1.43774696186163347e-7,2.79948507153626736e-7,5.24673957228527272e-7,2.01244805512311820e-5,2.01244805512311818e-7,-1.06048834486472529e-4,-2.90544752017732938e-7,5.34130225025302940e-7,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_+20,bs,C,1.00000000000000000e0,1.23245992428290935e-11,3.05185876570135406e-11,7.36892154929899116e-11,2.82643566274481783e-9,2.82643566274481782e-11,-1.48594244652563221e-8,-4.07107519596063622e-11,5.82924360690676138e-11,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_7D_+30,bs,C,1.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,6.98397854547995913e-21,2.67878629141697055e-19,2.67878629141697066e-21,-1.39679570909599196e-18,-3.82683755916710094e-21,0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_-30,bs,P,1.00000000000000000e0,0.00000000000000000e0,-0.00000000000000000e0,5.88023024845127878e-20,4.51086156045577520e-18,4.51086156045577505e-20,-1.17604604969025576e-17,-3.22204397175412555e-20,-0.00000000000000000e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_-20,bs,P,1.00000000000000000e0,2.79954553666497683e-9,-4.31596081096330408e-9,6.52327240150683842e-9,5.00415417101894492e-7,5.00415417101894475e-9,-1.28727865523604809e-6,-3.52679083626314541e-9,-1.66617500626354398e-8,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_-15,bs,P,1.00000000000000000e0,1.10084849621247798e-5,-1.28890107247148222e-5,1.45580200026975576e-5,1.11677961664529216e-3,1.11677961664529220e-5,-2.85960761824216722e-3,-7.83454141984155319e-6,-4.98595446686863041e-5,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_-10,bs,P,1.00000000000000000e0,3.57782484112384447e-3,-2.99235362981514763e-3,2.33043229167510845e-3,1.78772888128501478e-1,1.78772888128501473e-3,-4.53973930822116289e-1,-1.24376419403319539e-3,-1.16147524096354548e-2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_-5,bs,P,1.00000000000000000e0,1.56438671142971941e-1,-8.56127200036840841e-2,3.99414143774551797e-2,3.06399891114724676e0,3.06399891114724661e-2,-7.63957444863058122e0,-2.09303409551522789e-2,-3.34377943564820090e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_+0,bs,C,1.00000000000000000e0,1.63918867458509254e0,5.23426051601620812e-1,1.01674695485512848e-1,7.79970266738180751e0,7.79970266738180817e-2,-2.23630757565256495e1,-6.12687007028100000e-2,1.94478857752898060e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_+5,bs,C,1.00000000000000000e0,2.22016000581605866e-1,1.17640753865986381e-1,5.03592403236009303e-2,3.86317460016664649e0,3.86317460016664671e-2,-1.05335304401608667e1,-2.88589875072900459e-2,4.42709127134899849e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_+10,bs,C,1.00000000000000000e0,1.13654251621140290e-2,8.78580359264408139e-3,6.07585692459547150e-3,4.66093133941570481e-1,4.66093133941570485e-3,-1.24985998228318640e0,-3.42427392406352430e-3,3.32630385683071739e-2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_+15,bs,C,1.00000000000000000e0,2.18624197284588567e-4,2.24575171567154008e-4,2.15590527258304170e-4,1.65384514061164833e-2,1.65384514061164839e-4,-4.40076611700380635e-2,-1.20568934712433052e-4,8.52998634060359983e-4,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_+20,bs,C,1.00000000000000000e0,1.68029285283597296e-6,2.15409236353769629e-6,2.63784602350365272e-6,2.02355311392061045e-4,2.02355311392061052e-6,-5.36118362440767969e-4,-1.46881743134456987e-6,8.19782249044677065e-6,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_14D_+30,bs,C,1.00000000000000000e0,8.86096254582705203e-12,1.57449053794778138e-11,2.72690810493145591e-11,2.09187471063234962e-9,2.09187471063234963e-11,-5.51644139287898952e-9,-1.51135380626821638e-11,6.00515453578831902e-11,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_-30,bs,P,1.00000000000000000e0,1.24939356312821562e-10,-1.42660105950653815e-10,1.60677854178637301e-10,2.64127979471732565e-8,2.64127979471732573e-10,-3.15599328376723374e-8,-8.64655694182803760e-11,-1.18281780422286598e-9,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_-20,bs,P,1.00000000000000000e0,4.57827973395236870e-5,-3.47904293687140154e-5,2.55103332424475405e-5,4.19347943711466473e-3,4.19347943711466498e-5,-4.96107361912107199e-3,-1.35919825181399239e-5,-2.89711704181719830e-4,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_-15,bs,P,1.00000000000000000e0,2.94024722430344387e-3,-1.74792116327138203e-3,9.78309916221951729e-4,1.60818068420046867e-1,1.60818068420046870e-3,-1.88552688702332716e-1,-5.16582708773514294e-4,-1.46081394699815043e-2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_-10,bs,P,1.00000000000000000e0,6.08184100702913177e-2,-2.72064985067779763e-2,1.09401834881361331e-2,1.79838632681689847e0,1.79838632681689863e-2,-2.07677796719730301e0,-5.68980264985562492e-3,-2.28613829650527817e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_-5,bs,P,1.00000000000000000e0,5.08878157354153871e-1,-1.63399556785206124e-1,4.30199656228407654e-2,7.07177517087793550e0,7.07177517087793500e-2,-7.93003977113316516e0,-2.17261363592689445e-2,-1.38483565774313133e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_+0,bs,C,1.00000000000000000e0,2.45126220918424309e0,5.34269703591267686e-1,6.93201638171655615e-2,1.13950954219998177e1,1.13950954219998180e-1,-1.59030610894308140e1,-4.35700303820022311e-2,4.18978423150212542e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_+5,bs,C,1.00000000000000000e0,7.12947925936724403e-1,2.22162129371673622e-1,5.19296372267388784e-2,8.53637872220365246e0,8.53637872220365246e-2,-1.12460580457970050e1,-3.08111179336904260e-2,1.76739164475868238e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_+10,bs,C,1.00000000000000000e0,1.37891987680838213e-1,5.74854894800360117e-2,2.00889807545716406e-2,3.30229820623095538e0,3.30229820623095527e-2,-4.24222242932724036e0,-1.16225272036362751e-2,4.61149887149816085e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_+15,bs,C,1.00000000000000000e0,1.77198694586435668e-2,9.34911287413797698e-3,4.38273982467656236e-3,7.20450382138613121e-1,7.20450382138613111e-3,-9.13235621653518792e-1,-2.50201540179046224e-3,7.53855959963140171e-2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_+20,bs,C,1.00000000000000000e0,1.54431011500669180e-3,9.88223353674544391e-4,5.80882517137242655e-4,9.54875370636563414e-2,9.54875370636563427e-4,-1.20067624437546469e-1,-3.28952395719305391e-4,7.99545413033817161e-3,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_30D_+30,bs,C,1.00000000000000000e0,4.13871446966652826e-6,3.56578037175037110e-6,2.91940592521894166e-6,4.79902343871606903e-4,4.79902343871606876e-6,-5.97978757952003339e-4,-1.63829796699178990e-6,2.89676155648249792e-5,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_-30,bs,P,1.00000000000000000e0,5.18030578163447076e-6,-3.08874050819474277e-6,1.79932676153986689e-6,5.91559483245983776e-4,5.91559483245983772e-6,-3.47303178043929133e-4,-9.51515556284737337e-7,-5.16253736878534826e-5,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_-20,bs,P,1.00000000000000000e0,4.92006912946862940e-3,-2.02985031135555216e-3,7.92472233049740975e-4,2.60538816345120383e-1,2.60538816345120368e-3,-1.50178242599347284e-1,-4.11447239998211740e-4,-3.41761808654833660e-2,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_-15,bs,P,1.00000000000000000e0,5.01573328356748060e-2,-1.67578825603177939e-2,5.13583331057230683e-3,1.68849314320185484e0,1.68849314320185483e-2,-9.58128838559763496e-1,-2.62501051660209194e-3,-2.83717083101499290e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_-10,bs,P,1.00000000000000000e0,2.93330768238137196e-1,-7.76641312087452684e-2,1.79267962052972255e-2,5.89374121817991092e0,5.89374121817991120e-2,-3.26296948549493937e0,-8.93964242601353286e-3,-1.32488940642947894e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_-5,bs,P,1.00000000000000000e0,1.09924479426238264e0,-2.25366892204469371e-1,3.70199843300465445e-2,1.21709537523440723e1,1.21709537523440728e-1,-6.45855950542093815e0,-1.76946835764957219e-2,-3.88535901611660028e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_+0,bs,C,1.00000000000000000e0,3.56175345073599203e0,5.48405053681540577e-1,4.88357979084104235e-2,1.60556047918061680e1,1.60556047918061690e-1,-1.18183096583788085e1,-3.23789305709008476e-2,8.42938387683584445e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_+5,bs,C,1.00000000000000000e0,1.58541732755779563e0,3.15593172296390723e-1,4.38437929256170200e-2,1.44143976741754614e1,1.44143976741754609e-1,-9.96771458120665699e0,-2.73088070717990607e-2,4.92721642225993506e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_+10,bs,C,1.00000000000000000e0,5.87941442821723115e-1,1.45998198691087933e-1,2.82378718733326713e-2,9.28368390356142825e0,9.28368390356142797e-2,-6.20804951171801811e0,-1.70083548266247060e-2,2.30332248103349091e0,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_+15,bs,C,1.00000000000000000e0,1.82001942436716746e-1,5.45843834298794239e-2,1.36365567175851313e-2,4.48325152358963308e0,4.48325152358963336e-2,-2.93836879953907548e0,-8.05032547818924742e-3,8.67359408309790414e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
SHORT_60D_+20,bs,C,1.00000000000000000e0,4.74285804792917709e-2,1.67185815423079864e-2,5.12552770197993116e-3,1.68510499791121093e0,1.68510499791121107e-2,-1.09008272334604683e0,-2.98652800916725161e-3,2.67029518972850488e-1,gpu,902667a1070b83bff57ac642cf16779d998b5a954c046c450b154237e9e196e2
