t,W
1783748474.836824,152.603
1783748474.856956,152.603
1783748474.877093,152.603
1783748474.897227,152.445
1783748474.917331,152.445
1783748474.937467,152.445
1783748474.957613,152.445
1783748474.977756,152.445
1783748474.997891,152.857
1783748475.018025,152.857
1783748475.038169,152.857
1783748475.058311,152.857
1783748475.078442,152.857
1783748475.098575,152.691
1783748475.118712,152.691
1783748475.138892,152.691
1783748475.159025,152.691
1783748475.179166,152.691
1783748475.199310,152.588
1783748475.219447,152.588
1783748475.239579,152.588
1783748475.259713,152.588
1783748475.279884,152.588
1783748475.300021,152.889
1783748475.320158,152.889
1783748475.340293,152.889
1783748475.360426,152.889
1783748475.380570,152.889
1783748475.400705,152.476
1783748475.420880,152.476
1783748475.441015,152.476
1783748475.461155,152.476
1783748475.481289,152.476
1783748475.501425,152.598
1783748475.521543,152.598
1783748475.541649,152.598
1783748475.561762,152.598
1783748475.581864,152.598
1783748475.601968,152.498
1783748475.622072,152.498
1783748475.642213,152.498
1783748475.662344,152.498
1783748475.682514,152.498
1783748475.702659,152.854
1783748475.722797,152.854
1783748475.742931,152.854
1783748475.763067,152.854
1783748475.783204,152.854
1783748475.803343,152.718
1783748475.823480,152.718
1783748475.843615,152.718
1783748475.863782,152.718
1783748475.883920,152.718
1783748475.904055,152.915
1783748475.924191,152.915
1783748475.944324,152.915
1783748475.964465,152.915
1783748475.984601,152.915
1783748476.004782,152.933
1783748476.024916,152.933
1783748476.045054,152.933
1783748476.065172,152.933
1783748476.085307,152.933
1783748476.105415,152.829
1783748476.125524,152.829
1783748476.145632,152.829
1783748476.165779,152.829
1783748476.185886,152.829
1783748476.206003,153.033
1783748476.226113,153.033
1783748476.246217,153.033
1783748476.266322,153.033
1783748476.286431,153.033
1783748476.306538,152.803
1783748476.326648,152.803
1783748476.346763,152.803
1783748476.366871,152.803
1783748476.386980,152.803
1783748476.407085,153.021
1783748476.427189,153.021
1783748476.447421,153.021
1783748476.467532,153.021
1783748476.487639,153.021
1783748476.507752,153.060
1783748476.527920,153.060
1783748476.548065,153.060
1783748476.568207,153.060
1783748476.588341,152.919
1783748476.608477,152.919
1783748476.628617,152.919
1783748476.648757,152.919
1783748476.668890,152.919
1783748476.689029,153.013
1783748476.709176,153.013
1783748476.729317,153.013
1783748476.749452,153.013
1783748476.769589,153.013
1783748476.789773,152.968
1783748476.809913,152.968
1783748476.830048,152.968
1783748476.850182,152.968
1783748476.870317,152.968
1783748476.890459,152.868
1783748476.910595,152.868
1783748476.930781,152.868
1783748476.950917,152.868
1783748476.971061,152.868
1783748476.991199,152.901
1783748477.011334,152.901
1783748477.031470,152.901
1783748477.051621,152.901
1783748477.071760,152.901
1783748477.091892,152.468
1783748477.112030,152.468
1783748477.132203,152.468
1783748477.152343,152.468
1783748477.172476,152.468
1783748477.192610,152.251
1783748477.212756,152.251
1783748477.232893,152.251
1783748477.253027,152.251
1783748477.273165,152.251
1783748477.293303,152.182
1783748477.313440,152.182
1783748477.333576,152.182
1783748477.353713,152.182
1783748477.373928,152.182
1783748477.394068,152.210
1783748477.414206,152.210
1783748477.434343,152.210
1783748477.454480,152.210
1783748477.474623,152.210
1783748477.494766,151.959
1783748477.514903,151.959
1783748477.535040,151.959
1783748477.555187,151.959
1783748477.575330,151.959
1783748477.595464,152.264
1783748477.615603,152.264
1783748477.635786,152.264
1783748477.655924,152.264
1783748477.676057,152.264
1783748477.696193,152.555
1783748477.716334,152.555
1783748477.736474,152.555
1783748477.756608,152.555
1783748477.776791,152.555
1783748477.796929,152.589
1783748477.817070,152.589
1783748477.837208,152.589
1783748477.857345,152.589
1783748477.877481,152.589
1783748477.897623,152.813
1783748477.917762,152.813
1783748477.937898,152.813
1783748477.958034,152.813
1783748477.978179,152.813
1783748477.998316,152.799
1783748478.018454,152.799
1783748478.038591,152.799
1783748478.058815,152.799
1783748478.078952,152.799
1783748478.099087,153.321
1783748478.119224,153.321
1783748478.139363,153.321
1783748478.159502,153.321
1783748478.179636,153.321
1783748478.199776,153.505
1783748478.219924,153.505
1783748478.240065,153.505
1783748478.260198,153.505
1783748478.280335,153.505
1783748478.300443,153.431
1783748478.320542,153.431
1783748478.340672,153.431
1783748478.360809,153.431
1783748478.380944,153.431
1783748478.401080,153.433
1783748478.421241,153.433
1783748478.441376,153.433
1783748478.461509,153.433
1783748478.481655,153.433
1783748478.501797,153.748
1783748478.521933,153.748
1783748478.542070,153.748
1783748478.562220,153.748
1783748478.582363,153.748
1783748478.602499,153.496
1783748478.622636,153.496
1783748478.642775,153.496
1783748478.662944,153.496
1783748478.683074,153.496
1783748478.703209,153.044
1783748478.723350,153.044
1783748478.743486,153.044
1783748478.763614,153.044
1783748478.783753,153.044
1783748478.803891,153.077
1783748478.824029,153.077
1783748478.844165,153.077
1783748478.864300,153.077
1783748478.884435,153.077
1783748478.904577,153.099
1783748478.924717,153.099
1783748478.944906,153.099
1783748478.965042,153.099
1783748478.985184,153.099
1783748479.005322,152.862
1783748479.025462,152.862
1783748479.045600,152.862
1783748479.065773,152.862
1783748479.085917,152.862
1783748479.106051,152.810
1783748479.126189,152.810
1783748479.146332,152.810
1783748479.166467,152.810
1783748479.186600,152.810
1783748479.206782,152.904
1783748479.226930,152.904
1783748479.247069,152.904
1783748479.267199,152.904
1783748479.287338,152.904
1783748479.307477,152.559
1783748479.327618,152.559
1783748479.347753,152.559
1783748479.367890,152.559
1783748479.387995,152.559
1783748479.408098,152.692
1783748479.428191,152.692
1783748479.448298,152.692
1783748479.468403,152.692
1783748479.488513,152.692
1783748479.508620,152.301
1783748479.528765,152.301
1783748479.548905,152.301
1783748479.569046,152.301
1783748479.589188,152.328
1783748479.609327,152.328
1783748479.629463,152.328
1783748479.649606,152.328
1783748479.669791,152.328
1783748479.689925,152.793
1783748479.710094,152.793
1783748479.730236,152.793
1783748479.750373,152.793
1783748479.770504,152.793
1783748479.790640,152.759
1783748479.810779,152.759
1783748479.830921,152.759
1783748479.851029,152.759
1783748479.871133,152.759
1783748479.891240,152.769
1783748479.911376,152.769
1783748479.931549,152.769
1783748479.951685,152.769
1783748479.971819,152.769
1783748479.991957,153.010
1783748480.012096,153.010
1783748480.032232,153.010
1783748480.052367,153.010
1783748480.072505,153.010
1783748480.092642,152.723
1783748480.112755,152.723
1783748480.132859,152.723
1783748480.152986,152.723
1783748480.173127,152.723
1783748480.193260,153.044
1783748480.213395,153.044
1783748480.233571,153.044
1783748480.253710,153.044
1783748480.273889,153.044
1783748480.294027,152.794
1783748480.314167,152.794
1783748480.334307,152.794
1783748480.354444,152.794
1783748480.374582,152.794
1783748480.394718,152.767
1783748480.414864,152.767
1783748480.435003,152.767
1783748480.455139,152.767
1783748480.475245,152.767
1783748480.495344,153.002
1783748480.515468,153.002
1783748480.535606,153.002
1783748480.555782,153.002
1783748480.575922,153.002
1783748480.596061,153.190
1783748480.616197,153.190
1783748480.636336,153.190
1783748480.656483,153.190
1783748480.676622,153.190
1783748480.696755,152.921
1783748480.716897,152.921
1783748480.737043,152.921
1783748480.757184,152.921
1783748480.777317,152.921
1783748480.797455,153.165
1783748480.817593,153.165
1783748480.837700,153.165
1783748480.857828,153.165
1783748480.877949,153.165
1783748480.898086,153.152
1783748480.918226,153.152
1783748480.938363,153.152
1783748480.958504,153.152
1783748480.978641,153.152
1783748480.998826,153.140
1783748481.018964,153.140
1783748481.039101,153.140
1783748481.059238,153.140
1783748481.079378,153.140
1783748481.099521,153.516
1783748481.119656,153.516
1783748481.139793,153.516
1783748481.159939,153.516
1783748481.180076,153.516
1783748481.200219,153.249
1783748481.220343,153.249
1783748481.240455,153.249
1783748481.260566,153.249
1783748481.280670,153.249
1783748481.300775,153.340
1783748481.320915,153.340
1783748481.341058,153.340
1783748481.361197,153.340
1783748481.381333,153.340
1783748481.401470,153.583
1783748481.421613,153.583
1783748481.441756,153.583
1783748481.461892,153.583
1783748481.482028,153.583
1783748481.502172,153.787
1783748481.522312,153.787
1783748481.542418,153.787
1783748481.562524,153.787
1783748481.582633,153.787
1783748481.602750,153.556
1783748481.622865,153.556
1783748481.642972,153.556
1783748481.663126,153.556
1783748481.683265,153.556
1783748481.703398,153.714
1783748481.723538,153.714
1783748481.743683,153.714
1783748481.763825,153.714
1783748481.783956,153.714
1783748481.804094,153.594
1783748481.824234,153.594
1783748481.844379,153.594
1783748481.864514,153.594
1783748481.884652,153.594
1783748481.904789,153.426
1783748481.924925,153.426
1783748481.945060,153.426
1783748481.965195,153.426
1783748481.985328,153.426
1783748482.005465,153.289
1783748482.025602,153.289
1783748482.045776,153.289
1783748482.065911,153.289
1783748482.086053,153.289
1783748482.106193,152.860
1783748482.126323,152.860
1783748482.146456,152.860
1783748482.166598,152.860
1783748482.186775,152.860
1783748482.206908,153.080
1783748482.227041,153.080
1783748482.247175,153.080
1783748482.267344,153.080
1783748482.287474,153.080
1783748482.307605,153.262
1783748482.327780,153.262
1783748482.347914,153.262
1783748482.368047,153.262
1783748482.388183,153.262
1783748482.408316,152.840
1783748482.428452,152.840
1783748482.448589,152.840
1783748482.468767,152.840
1783748482.488899,152.840
1783748482.509069,153.031
1783748482.529205,153.031
1783748482.549339,153.031
1783748482.569474,153.031
1783748482.589614,153.031
1783748482.609750,153.027
1783748482.629885,153.027
1783748482.650017,153.027
1783748482.670162,153.027
1783748482.690298,152.604
1783748482.710430,152.604
1783748482.730564,152.604
1783748482.750701,152.604
1783748482.770883,152.604
1783748482.791014,152.351
1783748482.811150,152.351
1783748482.831286,152.351
1783748482.851426,152.351
1783748482.871559,152.351
1783748482.891695,152.659
1783748482.911886,152.659
1783748482.932023,152.659
1783748482.952160,152.659
1783748482.972298,152.659
1783748482.992431,153.088
1783748483.012569,153.088
1783748483.032705,153.088
1783748483.052889,153.088
1783748483.073023,153.088
1783748483.093158,153.268
1783748483.113294,153.268
1783748483.133427,153.268
1783748483.153559,153.268
1783748483.173695,153.268
1783748483.193877,153.514
1783748483.214009,153.514
1783748483.234142,153.514
1783748483.254280,153.514
1783748483.274420,153.514
1783748483.294554,153.118
1783748483.314691,153.118
1783748483.334847,153.118
1783748483.354985,153.118
1783748483.375119,153.118
1783748483.395254,153.321
1783748483.415357,153.321
1783748483.435493,153.321
1783748483.455631,153.321
1783748483.475767,153.321
1783748483.495901,153.196
1783748483.516045,153.196
1783748483.536180,153.196
1783748483.556347,153.196
1783748483.576483,153.196
1783748483.596623,152.280
1783748483.616772,152.280
1783748483.636907,152.280
1783748483.657043,152.280
1783748483.677189,152.280
1783748483.697326,152.400
1783748483.717457,152.400
1783748483.737592,152.400
1783748483.757775,152.400
1783748483.777912,152.400
1783748483.798085,153.168
1783748483.818224,153.168
1783748483.838363,153.168
1783748483.858502,153.168
1783748483.878636,153.168
1783748483.898772,152.930
1783748483.918906,152.930
1783748483.939009,152.930
1783748483.959145,152.930
1783748483.979280,152.930
1783748483.999413,152.980
1783748484.019552,152.980
1783748484.039686,152.980
1783748484.059822,152.980
1783748484.079955,152.980
1783748484.100092,152.753
1783748484.120228,152.753
1783748484.140365,152.753
1783748484.160500,152.753
1783748484.180643,152.753
1783748484.200779,152.636
1783748484.220912,152.636
1783748484.241046,152.636
1783748484.261184,152.636
1783748484.281320,152.636
1783748484.301452,153.107
1783748484.321590,153.107
1783748484.341777,153.107
1783748484.361918,153.107
1783748484.382052,153.107
1783748484.402186,152.460
1783748484.422322,152.460
1783748484.442459,152.460
1783748484.462593,152.460
1783748484.482774,152.460
1783748484.502916,152.369
1783748484.523052,152.369
1783748484.543187,152.369
1783748484.563323,152.369
1783748484.583457,152.369
1783748484.603595,153.076
1783748484.623773,153.076
1783748484.643908,153.076
1783748484.664043,153.076
1783748484.684190,153.076
1783748484.704330,153.212
1783748484.724465,153.212
1783748484.744602,153.212
1783748484.764790,153.212
1783748484.784927,153.212
1783748484.805060,153.088
1783748484.825196,153.088
1783748484.845365,153.088
1783748484.865505,153.088
1783748484.885637,153.088
1783748484.905773,153.251
1783748484.925909,153.251
1783748484.946045,153.251
1783748484.966185,153.251
1783748484.986321,153.251
1783748485.006457,153.141
1783748485.026603,153.141
1783748485.046790,153.141
1783748485.066958,153.141
1783748485.087094,153.141
1783748485.107234,153.236
1783748485.127374,153.236
1783748485.147510,153.236
1783748485.167646,153.236
1783748485.187785,153.236
1783748485.207921,153.613
1783748485.228059,153.613
1783748485.248197,153.613
1783748485.268343,153.613
1783748485.288488,153.613
1783748485.308622,153.331
1783748485.328765,153.331
1783748485.348911,153.331
1783748485.369052,153.331
1783748485.389185,153.331
1783748485.409320,153.565
1783748485.429459,153.565
1783748485.449600,153.565
1783748485.469782,153.565
1783748485.489917,153.565
1783748485.510053,153.840
1783748485.530193,153.840
1783748485.550327,153.840
1783748485.570460,153.840
1783748485.590593,153.840
1783748485.610775,153.780
1783748485.630917,153.780
1783748485.651048,153.780
1783748485.671179,153.780
1783748485.691320,153.727
1783748485.711468,153.727
1783748485.731602,153.727
1783748485.751779,153.727
1783748485.771911,153.727
1783748485.792047,154.032
1783748485.812179,154.032
1783748485.832284,154.032
1783748485.852393,154.032
1783748485.872498,154.032
1783748485.892597,153.870
1783748485.912697,153.870
1783748485.932832,153.870
1783748485.952936,153.870
1783748485.973037,153.870
1783748485.993136,154.024
1783748486.013238,154.024
1783748486.033346,154.024
1783748486.053453,154.024
1783748486.073556,154.024
1783748486.093659,153.826
1783748486.113754,153.826
1783748486.133895,153.826
1783748486.153998,153.826
1783748486.174100,153.826
1783748486.194202,153.598
1783748486.214307,153.598
1783748486.234408,153.598
1783748486.254512,153.598
1783748486.274616,153.598
1783748486.294767,153.610
1783748486.314868,153.610
1783748486.334975,153.610
1783748486.355115,153.610
1783748486.375224,153.610
1783748486.395328,153.819
1783748486.415433,153.819
1783748486.435539,153.819
1783748486.455647,153.819
1783748486.475791,153.819
1783748486.495927,153.544
1783748486.516062,153.544
1783748486.536201,153.544
1783748486.556337,153.544
1783748486.576472,153.544
1783748486.596606,153.528
1783748486.616779,153.528
1783748486.636915,153.528
1783748486.657052,153.528
