sample_idx,unix_t,offset_s,gpu_power_watts
517,1783740060.5455334,10.4149,166.503
518,1783740060.5656703,10.4350,166.503
519,1783740060.585814,10.4552,166.503
520,1783740060.605964,10.4753,166.503
521,1783740060.6261156,10.4955,166.66
522,1783740060.6462572,10.5156,166.66
523,1783740060.666452,10.5358,166.66
524,1783740060.6865964,10.5559,166.66
525,1783740060.7067926,10.5761,166.66
526,1783740060.7269344,10.5963,166.515
527,1783740060.7470732,10.6164,166.515
528,1783740060.7672162,10.6366,166.515
529,1783740060.7873716,10.6567,166.515
530,1783740060.8075156,10.6769,166.515
531,1783740060.8276565,10.6970,167.488
532,1783740060.8478026,10.7171,167.488
533,1783740060.8679528,10.7373,167.488
534,1783740060.888095,10.7574,167.488
535,1783740060.908234,10.7776,167.488
536,1783740060.928376,10.7977,162.143
537,1783740060.948525,10.8179,162.143
538,1783740060.9686663,10.8380,162.143
539,1783740060.9888065,10.8581,162.143
540,1783740061.0089457,10.8783,162.143
